method,split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error
no_tactile_policy,clean_transfer,transient_shear_spike,lid_twist_force_control,5,84,0.416667,0.089917,0.282618,0.103567,0.085228,0.115406
no_tactile_policy,clean_transfer,transient_shear_spike,lid_twist_force_control,6,84,0.488095,0.090457,0.283410,0.102203,0.084306,0.115806
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,0,84,0.440476,0.106745,0.304078,0.109763,0.089471,0.117348
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,1,84,0.440476,0.107261,0.304834,0.110166,0.089819,0.117732
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,2,84,0.428571,0.107777,0.305590,0.110867,0.090382,0.118115
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,3,84,0.464286,0.096287,0.306346,0.109178,0.090087,0.118234
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,4,84,0.464286,0.096803,0.307102,0.109581,0.090435,0.118618
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,5,84,0.392857,0.097319,0.307858,0.111770,0.092069,0.119001
no_tactile_policy,clean_transfer,compound_contact_shift,slip_limited_grasp,6,84,0.404762,0.097835,0.308614,0.111876,0.092202,0.119384
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,0,84,0.392857,0.104801,0.279807,0.107843,0.092225,0.114342
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,1,84,0.345238,0.105365,0.280635,0.109474,0.093462,0.114758
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,2,84,0.440476,0.105929,0.281463,0.107533,0.092127,0.115174
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,3,84,0.333333,0.106493,0.282291,0.110652,0.094436,0.115591
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,4,84,0.392857,0.107057,0.283119,0.109604,0.093745,0.116007
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,5,84,0.345238,0.107621,0.283947,0.111235,0.094982,0.116424
no_tactile_policy,clean_transfer,compound_contact_shift,peg_in_hole_contact_search,6,84,0.309524,0.096179,0.284775,0.111368,0.096005,0.116576
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,0,84,0.309524,0.107675,0.316539,0.111053,0.091101,0.116557
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,1,84,0.309524,0.096167,0.317268,0.110243,0.091437,0.116664
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,2,84,0.488095,0.096665,0.317997,0.106168,0.088558,0.117035
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,3,84,0.416667,0.097163,0.318726,0.108344,0.090180,0.117406
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,4,84,0.345238,0.097661,0.319455,0.110519,0.091802,0.117777
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,5,84,0.357143,0.098159,0.320184,0.110611,0.091923,0.118147
no_tactile_policy,clean_transfer,compound_contact_shift,cloth_edge_pull,6,84,0.321429,0.098657,0.320913,0.111894,0.092902,0.118518
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,0,84,0.285714,0.106799,0.320765,0.110737,0.090825,0.115114
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,1,84,0.333333,0.107297,0.321494,0.109936,0.090304,0.115485
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,2,84,0.345238,0.107795,0.322223,0.110029,0.090426,0.115855
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,3,84,0.369048,0.096287,0.322952,0.108623,0.090333,0.115962
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,4,84,0.380952,0.096785,0.323681,0.108715,0.090455,0.116333
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,5,84,0.488095,0.097283,0.324410,0.106426,0.088862,0.116704
no_tactile_policy,clean_transfer,compound_contact_shift,cable_threading,6,84,0.261905,0.097781,0.325139,0.112470,0.093270,0.117075
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,0,84,0.404762,0.107375,0.283132,0.107534,0.092734,0.117174
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,1,84,0.404762,0.107921,0.283933,0.107961,0.093102,0.117578
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,2,84,0.333333,0.096461,0.284734,0.108973,0.094756,0.117718
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,3,84,0.440476,0.097007,0.285535,0.106721,0.093195,0.118122
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,4,84,0.416667,0.097553,0.286336,0.107743,0.093992,0.118526
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,5,84,0.416667,0.098099,0.269128,0.108169,0.094360,0.118930
no_tactile_policy,clean_transfer,compound_contact_shift,lid_twist_force_control,6,84,0.369048,0.098645,0.269929,0.109786,0.095585,0.119334
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,0,84,0.416667,0.067589,0.326627,0.086582,0.082796,0.113216
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,1,84,0.321429,0.068057,0.327311,0.089330,0.084826,0.113566
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,2,84,0.404762,0.068525,0.327995,0.087613,0.083642,0.113917
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,3,84,0.488095,0.068993,0.328679,0.085897,0.082458,0.114267
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,4,84,0.392857,0.069461,0.329363,0.088645,0.084489,0.114617
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,5,84,0.380952,0.069929,0.330047,0.089309,0.085019,0.106964
no_tactile_policy,heldout_object,source_matched,slip_limited_grasp,6,84,0.452381,0.070397,0.330731,0.087890,0.084049,0.107314
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,0,84,0.416667,0.075210,0.299023,0.090908,0.083112,0.108845
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,1,84,0.380952,0.075726,0.299779,0.092205,0.084103,0.109229
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,2,84,0.440476,0.076242,0.300535,0.091120,0.083379,0.109612
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,3,84,0.380952,0.064752,0.301291,0.091811,0.084799,0.109731
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,4,84,0.488095,0.065268,0.302047,0.089536,0.083218,0.110115
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,5,84,0.404762,0.065784,0.302803,0.092023,0.085066,0.110498
no_tactile_policy,heldout_object,source_matched,peg_in_hole_contact_search,6,84,0.440476,0.066300,0.303559,0.091534,0.084771,0.110881
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,0,84,0.369048,0.072810,0.327260,0.088999,0.085749,0.107335
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,1,84,0.309524,0.073260,0.327917,0.090840,0.087125,0.107673
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,2,84,0.309524,0.073710,0.328574,0.091193,0.087429,0.108010
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,3,84,0.488095,0.074160,0.329231,0.087082,0.084518,0.108348
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,4,84,0.333333,0.074610,0.329888,0.091304,0.087608,0.108686
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,5,84,0.404762,0.075060,0.330545,0.089871,0.086626,0.109024
no_tactile_policy,heldout_object,source_matched,cloth_edge_pull,6,84,0.404762,0.075510,0.331202,0.090224,0.086930,0.109362
no_tactile_policy,heldout_object,source_matched,cable_threading,0,84,0.416667,0.073462,0.333591,0.088010,0.085180,0.114918
no_tactile_policy,heldout_object,source_matched,cable_threading,1,84,0.428571,0.073912,0.334248,0.088065,0.085270,0.107252
no_tactile_policy,heldout_object,source_matched,cable_threading,2,84,0.357143,0.074362,0.334905,0.090204,0.086859,0.107590
no_tactile_policy,heldout_object,source_matched,cable_threading,3,84,0.345238,0.074812,0.335562,0.090854,0.087378,0.107927
no_tactile_policy,heldout_object,source_matched,cable_threading,4,84,0.321429,0.075262,0.336219,0.091802,0.088110,0.108265
no_tactile_policy,heldout_object,source_matched,cable_threading,5,84,0.369048,0.075712,0.336876,0.090965,0.087557,0.108603
no_tactile_policy,heldout_object,source_matched,cable_threading,6,84,0.428571,0.076162,0.337533,0.089830,0.086790,0.108941
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,0,84,0.440476,0.065764,0.302140,0.089033,0.083371,0.111374
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,1,84,0.452381,0.066262,0.302869,0.089125,0.083493,0.111745
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,2,84,0.345238,0.066760,0.303598,0.092193,0.085758,0.112116
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,3,84,0.392857,0.067258,0.304327,0.091392,0.085237,0.112487
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,4,84,0.428571,0.067756,0.305056,0.090889,0.084930,0.112858
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,5,84,0.440476,0.068254,0.305785,0.090982,0.085051,0.113229
no_tactile_policy,heldout_object,source_matched,lid_twist_force_control,6,84,0.392857,0.068752,0.288505,0.092562,0.086245,0.113600
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,0,84,0.380952,0.080453,0.318329,0.099869,0.092999,0.110303
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,1,84,0.404762,0.080909,0.318995,0.099632,0.092878,0.110645
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,2,84,0.511905,0.081365,0.319661,0.097311,0.083254,0.110987
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,3,84,0.500000,0.081821,0.320327,0.097966,0.083776,0.111329
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,4,84,0.428571,0.082277,0.320993,0.100109,0.085370,0.111671
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,5,84,0.321429,0.082733,0.321659,0.103146,0.087606,0.112013
no_tactile_policy,heldout_object,low_friction,slip_limited_grasp,6,84,0.369048,0.083189,0.322325,0.102313,0.087057,0.112355
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,0,84,0.476190,0.090504,0.294370,0.095674,0.085217,0.115610
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,1,84,0.369048,0.091008,0.295108,0.098747,0.087485,0.115985
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,2,84,0.380952,0.091512,0.295846,0.098843,0.087611,0.116360
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,3,84,0.380952,0.080010,0.296584,0.098037,0.087951,0.116471
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,4,84,0.404762,0.080514,0.297322,0.097836,0.087862,0.116846
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,5,84,0.452381,0.081018,0.298060,0.097040,0.087345,0.117221
no_tactile_policy,heldout_object,low_friction,peg_in_hole_contact_search,6,84,0.476190,0.081522,0.298798,0.096839,0.087257,0.117596
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,0,84,0.321429,0.089718,0.325028,0.097680,0.090858,0.115211
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,1,84,0.488095,0.090156,0.325667,0.093857,0.088154,0.115540
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,2,84,0.380952,0.090594,0.326306,0.096880,0.090379,0.115870
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,3,84,0.297619,0.091032,0.326945,0.099307,0.092175,0.116199
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,4,84,0.380952,0.091470,0.327584,0.097567,0.090971,0.116529
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,5,84,0.440476,0.079902,0.328223,0.095222,0.090195,0.116595
no_tactile_policy,heldout_object,low_friction,cloth_edge_pull,6,84,0.345238,0.080340,0.328862,0.097947,0.092206,0.116924
no_tactile_policy,heldout_object,low_friction,cable_threading,0,84,0.202381,0.090730,0.331899,0.101133,0.093529,0.115038
no_tactile_policy,heldout_object,low_friction,cable_threading,1,84,0.357143,0.091168,0.332538,0.097608,0.091039,0.115367
no_tactile_policy,heldout_object,low_friction,cable_threading,2,84,0.464286,0.091606,0.333177,0.095273,0.089407,0.115697
no_tactile_policy,heldout_object,low_friction,cable_threading,3,84,0.261905,0.080038,0.333816,0.099476,0.093346,0.115762
no_tactile_policy,heldout_object,low_friction,cable_threading,4,84,0.380952,0.080476,0.334455,0.096844,0.091499,0.116092
no_tactile_policy,heldout_object,low_friction,cable_threading,5,84,0.369048,0.080914,0.335094,0.097485,0.092009,0.116422
no_tactile_policy,heldout_object,low_friction,cable_threading,6,84,0.333333,0.081352,0.335733,0.098722,0.092948,0.116751
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,0,84,0.464286,0.084034,0.283942,0.096972,0.088103,0.112184
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,1,84,0.464286,0.084520,0.284653,0.097353,0.088431,0.112547
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,2,84,0.428571,0.085006,0.285364,0.098626,0.089402,0.112910
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,3,84,0.464286,0.085492,0.286075,0.098114,0.089087,0.113272
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,4,84,0.440476,0.085978,0.286786,0.099090,0.089843,0.113635
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,5,84,0.392857,0.086464,0.287497,0.100661,0.091029,0.113998
no_tactile_policy,heldout_object,low_friction,lid_twist_force_control,6,84,0.416667,0.086950,0.288208,0.100446,0.090928,0.114361
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,0,84,0.440476,0.089115,0.318060,0.098100,0.089339,0.114886
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,1,84,0.416667,0.089589,0.318753,0.099066,0.090088,0.115240
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,2,84,0.380952,0.090063,0.319446,0.100330,0.091051,0.115595
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,3,84,0.452381,0.090537,0.320139,0.098916,0.090085,0.115949
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,4,84,0.333333,0.091011,0.320832,0.102264,0.092548,0.116303
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,5,84,0.369048,0.091485,0.321525,0.101742,0.092225,0.116658
no_tactile_policy,heldout_object,soft_compliance,slip_limited_grasp,6,84,0.369048,0.091959,0.322218,0.102114,0.092545,0.117012
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,0,84,0.297619,0.089518,0.297638,0.100463,0.095419,0.113548
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,1,84,0.345238,0.090040,0.298403,0.099681,0.094914,0.113936
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,2,84,0.500000,0.090562,0.299168,0.096220,0.084476,0.114323
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,3,84,0.476190,0.091084,0.299933,0.097224,0.085257,0.114711
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,4,84,0.404762,0.091606,0.282689,0.099418,0.086894,0.115098
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,5,84,0.404762,0.092128,0.283454,0.099826,0.087246,0.115486
no_tactile_policy,heldout_object,soft_compliance,peg_in_hole_contact_search,6,84,0.380952,0.092650,0.284219,0.100829,0.088027,0.115873
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,0,84,0.321429,0.092314,0.315660,0.100752,0.092230,0.115616
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,1,84,0.452381,0.092770,0.316326,0.097835,0.090181,0.115958
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,2,84,0.345238,0.093226,0.316992,0.100872,0.092418,0.116300
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,3,84,0.464286,0.093682,0.317658,0.098253,0.090583,0.116642
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,4,84,0.369048,0.094138,0.318324,0.100992,0.092605,0.116984
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,5,84,0.428571,0.094594,0.318990,0.099861,0.091842,0.117326
no_tactile_policy,heldout_object,soft_compliance,cloth_edge_pull,6,84,0.369048,0.095050,0.319656,0.101707,0.093221,0.117668
no_tactile_policy,heldout_object,soft_compliance,cable_threading,0,84,0.428571,0.092786,0.321721,0.098136,0.090470,0.115071
no_tactile_policy,heldout_object,soft_compliance,cable_threading,1,84,0.345238,0.093242,0.322387,0.100577,0.092278,0.115413
no_tactile_policy,heldout_object,soft_compliance,cable_threading,2,84,0.428571,0.093698,0.323053,0.098852,0.091086,0.115755
no_tactile_policy,heldout_object,soft_compliance,cable_threading,3,84,0.476190,0.094154,0.323719,0.098019,0.090537,0.116097
no_tactile_policy,heldout_object,soft_compliance,cable_threading,4,84,0.333333,0.094610,0.324385,0.101948,0.093416,0.116439
no_tactile_policy,heldout_object,soft_compliance,cable_threading,5,84,0.333333,0.095066,0.325051,0.102305,0.093724,0.116781
no_tactile_policy,heldout_object,soft_compliance,cable_threading,6,84,0.321429,0.095522,0.325717,0.102960,0.094246,0.117123
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,0,84,0.452381,0.090590,0.280514,0.095374,0.092329,0.115317
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,1,84,0.333333,0.091094,0.281252,0.098744,0.094812,0.115692
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,2,84,0.357143,0.091598,0.281990,0.098543,0.094723,0.116067
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,3,84,0.380952,0.092102,0.282728,0.098342,0.086631,0.116442
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,4,84,0.416667,0.092606,0.283466,0.097844,0.086328,0.116817
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,5,84,0.321429,0.093110,0.284204,0.100619,0.088382,0.117192
no_tactile_policy,heldout_object,soft_compliance,lid_twist_force_control,6,84,0.309524,0.093614,0.284942,0.101311,0.088937,0.117567
